price,type,os,Ghz,Cpu,Ssd,graphics,ts_info,resolution,memory/ram,Brand,Links,graphics_quality
1799.99,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA T600,0,1920x1080,32,Lenovo,https://www.newegg.com/black-lenovo-thinkpad-p15v-gaming/p/2WC-000J-01573?Item=9SIA8TKJRH0437,Medium
1099.99,Work / Business,Windows 11,1.6,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,16,Dell,https://www.newegg.com/silver-dell-latitude-5430-work-business/p/1TS-000A-0X4B8?Item=9SIAA0SJU50996,Medium
1169.99,Work / Business,Windows 11,1.6,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,32,Dell,https://www.newegg.com/silver-dell-latitude-5430-work-business/p/1TS-000A-0X4B9?Item=9SIAA0SJU50997,Medium
1699.99,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA T600,0,1920x1080,16,Lenovo,https://www.newegg.com/black-lenovo-thinkpad-p15v-gaming/p/2WC-000J-01570?Item=9SIA8TKJRH0427,Medium
1099.99,Work / Business,Windows 11,1.3,Intel Core i5,2000,Intel Iris Graphics,0,1920x1080,16,HP,https://www.newegg.com/silver-hp-elitebook-640-g9-work-business/p/1TS-000D-178W5?Item=9SIAA0SJSF2164,Medium
1059.99,Work / Business,Windows 11,1.3,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,32,HP,https://www.newegg.com/silver-hp-elitebook-640-g9-work-business/p/1TS-000D-178W6?Item=9SIAA0SJSF2165,Medium
1449.99,Everyday Value,Windows 10,2.8,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,24,Lenovo,https://www.newegg.com/dark-gray-lenovo-thinkbook-15-g2/p/1TS-000E-0UPB9?Item=9SIA8TKJSW0451,Medium
1149.99,Work / Business,Windows 10,2.1,Ryzen 5,2000,AMD Radeon Vega 6,0,1920x1080,24,Lenovo,https://www.newegg.com/black-lenovo-thinkpad-e14-gen-2-workstation/p/1TS-000E-16037?Item=9SIAA0SJTE6734,Medium
1039.99,Work / Business,Windows 10,2.1,Ryzen 5,1000,AMD Radeon Vega 6,0,1920x1080,24,Lenovo,https://www.newegg.com/black-lenovo-thinkpad-e14-gen-2-workstation/p/1TS-000E-0V862?Item=9SIAA0SJTE6739,Medium
1069.99,Work / Business,Windows 10,2.1,Ryzen 5,2000,AMD Radeon Vega 6,0,1920x1080,8,Lenovo,https://www.newegg.com/black-lenovo-thinkpad-e14-gen-2-workstation/p/1TS-000E-0V865?Item=9SIAA0SJTE6742,Medium
1249.99,Everyday Value,Windows 10,2.8,Intel Core i7,512,Intel Iris Graphics,1,1920x1080,24,Lenovo,https://www.newegg.com/dark-gray-lenovo-thinkbook-15-g2/p/1TS-000E-0UPB8?Item=9SIA8TKJSW0447,Medium
1669.99,Work / Business,Windows 10,1.8,Ryzen 7,4000,AMD Radeon Vega 8,0,1920x1080,24,Lenovo,https://www.newegg.com/grey-lenovo-thinkbook-14-g3-work-business/p/1TS-000E-0VBM2?Item=9SIAA0SGBD4855,Low
1349.99,Everyday Value,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,24,Lenovo,https://www.newegg.com/dark-gray-lenovo-thinkbook-15-g2/p/1TS-000E-0UPB6?Item=9SIA8TKJSW0450,Medium
1399.99,Everyday Value,Windows 10,2.8,Intel Core i7,2000,Intel Iris Graphics,1,1920x1080,16,Lenovo,https://www.newegg.com/dark-gray-lenovo-thinkbook-15-g2/p/1TS-000E-0UPB7?Item=9SIA8TKJSW0444,Medium
1299.99,Everyday Value,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,16,Lenovo,https://www.newegg.com/dark-gray-lenovo-thinkbook-15-g2/p/1TS-000E-0UPB4?Item=9SIA8TKJSW0449,Medium
1199.0,Versatile,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,1,2560x1600,16,MSI,https://www.newegg.com/lunar-gray-msi-creator-z16-a11uet-046-content-creation-work-business/p/N82E16834156232?Item=N82E16834156232,High
644.99,Work / Business,Windows 10,1.3,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,8,HP,https://www.newegg.com/hp-probook-450-g9-wolf-pro-security-edition-687n8ut-aba-work-business/p/N82E16834273831?Item=9SIAADFJX63189,Medium
1653.22,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,1920x1080,16,MSI,https://www.newegg.com/p/N82E16834156448?Item=9SIAFVFJHY9833,High
1657.22,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,1920x1080,16,MSI,https://www.newegg.com/p/N82E16834156448?Item=9SIAFVFJHY9833,High
1085.99,Home / Personal,Windows 11,2.6,Intel Core i9,1000,Intel Iris Graphics,0,2800x1620,16,ASUS,https://www.newegg.com/midnight-black-asus-vivobook-s-15-oled-k5504va-es96/p/N82E16834236431?Item=N82E16834236431,Medium
1359.99,Gaming,Windows 11,2.4,Intel Core i7,512,NVIDIA GeForce RTX 4050,0,1920x1200,16,Lenovo,https://www.newegg.com/storm-grey-lenovo-loq-16irh8-82xw001wus-gaming/p/N82E16834840204?Item=N82E16834840204,Medium
1099.99,Gaming,Windows 11,2.4,Intel Core i7,512,NVIDIA GeForce RTX 4050,0,1920x1200,16,Lenovo,https://www.newegg.com/storm-grey-lenovo-loq-16irh8-82xw001wus-gaming/p/N82E16834840204?Item=N82E16834840204,Medium
1197.0,Versatile,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3050,0,2880x1800,16,ASUS,https://www.newegg.com/lcd-cover-quiet-blue-aluminum-top-case-quiet-blue-plastic-asus-vivobook-pro-m6400rc-eb74-content/p/N82E16834236306?Item=9SIA8X5JX36044,Medium
1956.99,Versatile,Windows 10,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3060,1,2560x1600,16,MSI,https://www.newegg.com/lunar-gray-msi-creator-z16-a11uet-045-content-creation-work-business/p/N82E16834156231?Item=N82E16834156231,High
2899.99,Gaming,Windows 11,2.2,Intel Core i9,2000,NVIDIA GeForce RTX 4080,0,2560x1600,32,Acer,https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-94fb-gaming/p/N82E16834360271?Item=9SIA24GK1H1311,Very High
749.99,Gaming,Windows 11,2.7,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,8,ASUS,https://www.newegg.com/eclipse-gray-asus-tuf-gaming-f15-fx506hc-ub51/p/N82E16834236458?Item=N82E16834236458,Medium
539.99,Gaming,Windows 11,2.7,Intel Core i5,512,NVIDIA GeForce RTX 3050,0,1920x1080,8,ASUS,https://www.newegg.com/eclipse-gray-asus-tuf-gaming-f15-fx506hc-ub51/p/N82E16834236458?Item=N82E16834236458,Medium
899.0,Work / Business,Windows 11,2.5,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,16,MSI,https://www.newegg.com/classic-black-msi-modern-15-b11m-023us-work-business/p/N82E16834156462?Item=N82E16834156462,Medium
3799.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4080,0,2560x1600,32,Razer,https://www.newegg.com/black-razer-blade-18-rz09-0484teh3-r3u1-gaming/p/N82E16834326091?Item=N82E16834326091,Very High
1899.0,Gaming,Windows 11,2.6,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,1920x1080,32,MSI,https://www.newegg.com/p/N82E16834156508?Item=N82E16834156508,High
949.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-58-76nd-gaming/p/N82E16834360286?Item=N82E16834360286,High
949.0,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-58-76nd-gaming/p/N82E16834360286?Item=N82E16834360286,High
1199.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,Acer,https://www.newegg.com/abyss-black-acer-predator-helios-300-ph315-54-714u-gaming/p/1TS-000X-03GU4?Item=1TS-000X-03GU4,High
3599.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4080,0,2560x1600,32,Razer,https://www.newegg.com/black-razer-blade-16-rz09-0483teh3-r3u1/p/N82E16834326089?Item=N82E16834326089,Very High
1039.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,HP,https://www.newegg.com/top-cover-mica-silver-keyboard-deck-mica-silver-logo-dark-chrome-hp-victus-16-d1010nr-gaming/p/N82E16834273668?Item=N82E16834273668,High
2599.99,Home / Personal,Windows 10,3.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,1,2400x1600,32,Microsoft,https://www.newegg.com/microsoft-surface-laptop-studio-adi-00026/p/N82E16834736462?Item=N82E16834736462,Medium
1213.99,Home / Personal,Windows 11,2.3,Intel Core i7,512,Intel Iris Graphics,0,3840x2400,16,ASUS,https://www.newegg.com/quiet-blue-asus-f1603za-ds74-home-personal/p/N82E16834236223?Item=N82E16834236223,Medium
2099.0,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3080,1,2560x1600,32,MSI,https://www.newegg.com/lunar-gray-msi-creator-z16p-b12uhst-040-content-creation/p/N82E16834156171?Item=N82E16834156171,High
2625.76,Gaming,Windows 11,2.5,Intel Core i9,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,MSI,https://www.newegg.com/black-msi-gs-series-stealth-gs66-12ugs-297us-gaming/p/N82E16834156428?Item=9SIA7ABJUF8130,High
1449.99,Home / Personal,Windows 11,3.3,Ryzen 9,4000,AMD Radeon 680M,0,1920x1080,24,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ8?Item=9SIAEYAJVS3796,Medium
1031.53,Work / Business,Windows 11,1.7,Intel Core i7,1000,Intel Iris Graphics,0,1920x1080,16,MSI,https://www.newegg.com/star-blue-msi-modern-15-b13m-447us-work-business/p/N82E16834156485?Item=9SIA2F8JVC8280,Medium
1162.55,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,ASUS,https://www.newegg.com/mecha-gray-asus-tuf-gaming-tuf507zc-qs72-cb/p/N82E16834236232?Item=9SIAFVFHXS0174,Medium
1029.99,Work / Business,Windows 10,1.3,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,16,HP,https://www.newegg.com/hp-elitebook-640-g9-wolf-pro-security-edition-6c0y9ut-aba-work-business/p/N82E16834273782?Item=N82E16834273782,Medium
1499.99,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,2560x1600,32,ASUS,https://www.newegg.com/grey-asus-vivobook-pro-gaming/p/2WC-000N-0BXW8?Item=9SIAEYAJTY9140,Medium
1529.99,Gaming,Windows 11,2.6,Intel Core i9,1000,NVIDIA GeForce RTX 3050,0,2880x1800,16,ASUS,https://www.newegg.com/p/2WC-000N-0CWD1?Item=9SIAA0SJVS2634,Medium
1037.88,Work / Business,Windows 11,1.3,Intel Core i5,512,Intel Iris Graphics,0,1920x1200,16,Lenovo,https://www.newegg.com/thunder-black-lenovo-thinkpad-t14-gen-3-21ah00bpus-work-business/p/N82E16834646836?Item=9SIA1K6JHT7441,Medium
1049.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,Lenovo,https://www.newegg.com/black-lenovo-ideapad-82s900s1-gaming/p/1TS-000E-16E64?Item=9SIAE4NJUN3798,Medium
1539.99,Gaming,Windows 11,2.6,Intel Core i9,1000,NVIDIA GeForce RTX 3050,0,2880x1800,24,ASUS,https://www.newegg.com/p/2WC-000N-0CWE1?Item=9SIAEYAJVS2684,Medium
1769.0,Gaming,Windows 11,3.2,Ryzen 7,2000,NVIDIA GeForce RTX 4060,0,1920x1080,32,ASUS,https://www.newegg.com/gray-xotic-pc-tuf-gaming-a17-fa707nv-es74/p/2WC-000N-0D4F4?Item=9SIAAPKJVX3579,High
1748.0,Gaming,Windows 10,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3080,0,1920x1080,16,MSI,https://www.newegg.com/core-black-msi-gp-series-gp66-leopard-11uh-444-gaming-entertainment/p/N82E16834156032?Item=9SIA7ABHXR1824,High
1859.0,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,1920x1080,32,MSI,https://www.newegg.com/black-msi-pulse-gl66-gaming/p/2WC-000C-07H37?Item=9SIB6HNHEG1582,High
1028.51,Work / Business,Windows 10,1.3,Intel Core i5,256,Intel Iris Graphics,0,1920x1080,8,HP,https://www.newegg.com/hp-probook-450-g9-wolf-pro-security-edition-687n8ut-aba-work-business/p/N82E16834273831?Item=9SIA0ZXJFE7033,Medium
1041.79,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-01PN2?Item=9SIAKKBJPM2187,Medium
1199.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,Lenovo,https://www.newegg.com/grey-lenovo-ideapad-3-gaming/p/2WC-000J-027K2?Item=9SIAEYAJPM0216,Medium
1595.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,Intel Iris Graphics,1,2560x1600,32,MSI,https://www.newegg.com/p/N82E16834156426?Item=9SIA4P0JWB4376,Medium
629.99,Home / Personal,Windows 11,1.7,Intel Core i7,512,Intel Iris Graphics,1,2560x1600,16,Lenovo,https://www.newegg.com/lenovo-ideapad-flex-5-16iau7-82r80002us-storm-grey/p/1TS-000E-10PV0?Item=1TS-000E-10PV0,Medium
699.99,Home / Personal,Windows 11,1.3,Intel Core i5,512,Intel Iris Graphics,1,1920x1200,8,Acer,https://www.newegg.com/acer-aspire-5-spin-14-a5sp14-51mtn-50z3-steel-gray/p/N82E16834360292?Item=N82E16834360292,Medium
1432.99,Versatile,Windows 11,2.1,Intel Core i7,1000,NVIDIA GeForce RTX 3050,1,2560x1600,16,MSI,https://www.newegg.com/p/N82E16834156146?Item=N82E16834156146,Medium
1699.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,Intel Iris Graphics,1,2880x1800,32,MSI,https://www.newegg.com/p/N82E16834156434?Item=N82E16834156434,Medium
1999.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,NVIDIA GeForce RTX 4050,1,2560x1600,32,MSI,https://www.newegg.com/p/N82E16834156457?Item=N82E16834156457,Medium
2199.0,Work / Business,Windows 11,2.2,Intel Core i7,2000,NVIDIA GeForce RTX 4060,1,2560x1600,32,MSI,https://www.newegg.com/p/N82E16834156456?Item=N82E16834156456,High
1599.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,Intel Iris Graphics,1,2560x1600,32,MSI,https://www.newegg.com/p/N82E16834156426?Item=N82E16834156426,Medium
1399.0,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,2880x1800,16,MSI,https://www.newegg.com/p/N82E16834156150?Item=N82E16834156150,Medium
1282.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1200,32,MSI,https://www.newegg.com/p/N82E16834156154?Item=N82E16834156154,Medium
1030.99,Home / Personal,Windows 10,2.5,Intel Core i5,512,Intel Iris Graphics,1,2560x1600,16,MSI,https://www.newegg.com/p/N82E16834155972?Item=N82E16834155972,Medium
1452.99,Work / Business,Windows 10,2.5,Intel Core i5,512,Intel Iris Graphics,1,1920x1200,16,MSI,https://www.newegg.com/ink-black-msi-summit-e13flipevo-a11mt-234-mainstream/p/N82E16834156035?Item=N82E16834156035,Medium
899.97,Home / Personal,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,3840x2160,16,ASUS,https://www.newegg.com/asus-zenbook-flip-s13-ux371ea-xh76t-jade-black/p/N82E16834236087?Item=N82E16834236087,Medium
2199.99,Versatile,Windows 11,1.7,Intel Core i7,1000,Intel Iris Graphics,1,2880x1920,16,Microsoft,https://www.newegg.com/microsoft-surface-pro-9-qki-00001-platinum/p/N82E16834736686?Item=N82E16834736686,Medium
861.99,Versatile,Windows 11,1.3,Intel Core i5,512,Intel Iris Graphics,1,2240x1400,8,Lenovo,https://www.newegg.com/lenovo-flex-82vc0002us-stone-blue/p/N82E16834840277?Item=N82E16834840277,Medium
1558.99,Home / Personal,Windows 10,2.8,Intel Core i7,256,Intel Iris Graphics,1,2736x1824,16,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1nc-00001-platinum/p/1B4-003A-00288?Item=1B4-003A-00288,Medium
2739.99,Home / Personal,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,2736x1824,32,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1ng-00001-platinum/p/1B4-003A-00293?Item=1B4-003A-00293,Medium
1486.99,Home / Personal,Windows 10,2.4,Intel Core i5,256,Intel Iris Graphics,1,2736x1824,16,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1nb-00001-platinum/p/1B4-003A-00297?Item=1B4-003A-00297,Medium
924.99,Home / Personal,Windows 10,3.0,Intel Core i3,128,Intel UHD Graphics,1,2736x1824,8,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1n8-00001-platinum/p/1B4-003A-00299?Item=1B4-003A-00299,Low
1296.99,Home / Personal,Windows 10,2.4,Intel Core i5,256,Intel Iris Graphics,1,2736x1824,8,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1na-00001-platinum/p/1B4-003A-002A0?Item=1B4-003A-002A0,Medium
2249.99,Home / Personal,Windows 10,2.8,Intel Core i7,1000,Intel Iris Graphics,1,2736x1824,16,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1nf-00001-platinum/p/1B4-003A-002A2?Item=1B4-003A-002A2,Medium
1949.99,Home / Personal,Windows 10,2.8,Intel Core i7,512,Intel Iris Graphics,1,2736x1824,16,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1nd-00001-platinum/p/1B4-003A-002A4?Item=1B4-003A-002A4,Medium
1399.99,Gaming,Windows 11,3.8,Ryzen 7,512,NVIDIA GeForce RTX 4060,0,1920x1200,16,Acer,https://www.newegg.com/obsidian-black-acer-nitro-16-an16-41-r1we/p/N82E16834360269?Item=N82E16834360269,High
1049.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,Lenovo,https://www.newegg.com/dark-gray-lenovo-ideapad-3-gaming/p/2WC-000J-02BJ3?Item=9SIAE4NJXE5317,Medium
869.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1080,32,Dell,https://www.newegg.com/silver-dell-inspiron-7620-work-business/p/1TS-000A-0VU22?Item=9SIAE4NJPK5503,Medium
1569.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-028W7?Item=9SIAA0SJWT2951,High
1599.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3070,0,2560x1600,32,ASUS,https://www.newegg.com/black-asus-zenbook-pro-gaming/p/2WC-000N-0CHD6?Item=9SIAA0SJV05220,High
1249.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,2880x1620,16,ASUS,https://www.newegg.com/black-asus-vivobook-pro-gaming/p/2WC-000N-0BXV3?Item=9SIAA0SJTY9017,High
1599.99,Work / Business,Windows 10,3.0,Intel Core i7,512,Intel Iris Graphics,1,3840x2400,16,Lenovo,https://www.newegg.com/gray-lenovo-x1-yoga-work-business/p/1TS-000E-0WRY8?Item=9SIAHKVH031946,Medium
1399.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,1,1920x1200,16,ASUS,https://www.newegg.com/black-asus-rog-flow-z13-gz301zc-ps73-gaming/p/N82E16834236104?Item=N82E16834236104,Medium
1099.99,Versatile,Windows 11,3.2,Ryzen 7,512,NVIDIA GeForce RTX 3050,1,1920x1080,16,ASUS,https://www.newegg.com/pine-gray-asus-zenbook-pro-15-um535qe-xh71t-content-creation-home-personal/p/N82E16834236106?Item=9SIADG3JEC3406,Medium
1599.99,Work / Business,Windows 11,2.1,Intel Core i7,1000,Intel Iris Graphics,1,1920x1200,40,Lenovo,https://www.newegg.com/black-lenovo-thinkpad-t16-gen-1-work-business/p/1TS-000E-17N73?Item=9SIADG3K1K3643,Medium
1036.8,Home / Personal,Windows 10,3.0,Intel Core i3,128,Intel UHD Graphics,1,2736x1824,8,Microsoft,https://www.newegg.com/microsoft-surface-pro-7-1n8-00001-platinum/p/1B4-003A-00299?Item=9SIAKACJNV4553,Low
1096.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,16,MSI,https://www.newegg.com/black-msi-gf-series-thin-gf63-12udx-038ca-gaming/p/N82E16834156451?Item=9SIAD6HJM87726,Medium
1099.99,Home / Personal,Windows 11,3.3,Ryzen 9,2000,AMD Radeon 680M,0,1920x1080,16,ASUS,https://www.newegg.com/black-asus-vivobook-mainstream/p/1TS-001A-09GJ4?Item=9SIAEYAJVS3792,Medium
1696.95,Versatile,Windows 11,2.6,Intel Core i9,1000,NVIDIA GeForce RTX 4050,0,2560x1600,16,MSI,https://www.newegg.com/black-msi-creator-m16-b13ve-1251us-content-creation-work-business/p/N82E16834156527?Item=9SIA6ZPJYK0631,Medium
1011.84,Work / Business,Windows 11,1.7,Intel Core i5,512,Intel Iris Graphics,0,1920x1200,16,MSI,https://www.newegg.com/pure-white-msi-prestige-13evo-a12m-070us-work-business/p/N82E16834156460?Item=9SIA6ZPJU50102,Medium
1354.99,Gaming,Windows 10,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,1920x1080,16,MSI,https://www.newegg.com/black-msi-gf-series-katana-gf66-11ue-031-gaming/p/N82E16834156372?Item=N82E16834156372,High
1238.3,Gaming,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3050,0,1920x1080,32,Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-01PN5?Item=9SIAKKBJWC1366,Medium
2011.99,Content Creation,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,1,2880x1800,16,ASUS,https://www.newegg.com/tech-black-asus-zenbook-pro-ux8402ze-db74t-content-creation/p/N82E16834236214?Item=N82E16834236214,Medium
2013.99,Content Creation,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,1,2880x1800,16,ASUS,https://www.newegg.com/tech-black-asus-zenbook-pro-ux8402ze-db74t-content-creation/p/N82E16834236214?Item=N82E16834236214,Medium
1399.0,Work / Business,Windows 11,2.2,Intel Core i7,1000,Intel Iris Graphics,0,1920x1200,32,MSI,https://www.newegg.com/stellar-gray-msi-prestige-13evo-a13m-050us-work-business/p/N82E16834156440?Item=N82E16834156440,Medium
869.99,Home / Personal,Windows 11,2.0,Ryzen 7,512,AMD Radeon Graphics,0,1920x1080,32,Dell,https://www.newegg.com/black-dell-inspiron-3525-mainstream/p/1TS-000A-0V789?Item=9SIAMRPJYA1458,Medium
2281.29,Gaming,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,2560x1440,32,MSI,https://www.newegg.com/p/N82E16834156453?Item=9SIBKMGJZA6935,High
2281.22,Gaming,Windows 11,2.4,Intel Core i7,1000,NVIDIA GeForce RTX 4070,0,2560x1440,32,MSI,https://www.newegg.com/p/N82E16834156453?Item=9SIBKMGJZA6935,High
1399.99,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3060,0,1920x1080,16,MSI,https://www.newegg.com/black-msi-gl-series-pulse-gl76-12uek-052-gaming/p/N82E16834156192?Item=9SIAEYJK1A1710,High
2499.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4080,0,2560x1600,32,Acer,https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-948l-gaming/p/1TS-000X-04YH0?Item=9SIA4P0JXA8173,Very High
1364.99,Versatile,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,2560x1600,32,ASUS,https://www.newegg.com/lcd-cover-0-black-aluminum-top-case-earl-grey-aluminum-asus-vivobook-pro-n7600ze-eb77-content-cr/p/N82E16834236303?Item=9SIAA0SJTN0056,Medium
1199.0,Work / Business,Windows 11,2.1,Intel Core i7,512,Intel Iris Graphics,0,1920x1200,16,MSI,https://www.newegg.com/ink-black-msi-summit-e14evo-a12m-025-work-business/p/N82E16834156152?Item=N82E16834156152,Medium
599.99,Home / Personal,Windows 11,2.3,Ryzen 5,512,AMD Radeon Graphics,1,1920x1080,16,Dell,https://www.newegg.com/silver-dell-inspiron-3525-mainstream/p/1TS-000A-0XJP8?Item=9SIAE4NJUW8877,Medium
3299.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,3840x2400,32,Razer,https://www.newegg.com/black-razer-blade-16-rz09-0483sej3-r3u1-gaming/p/N82E16834326095?Item=N82E16834326095,High
3199.99,Gaming,Windows 11,2.2,Intel Core i9,1000,NVIDIA GeForce RTX 4070,0,3840x2400,32,Razer,https://www.newegg.com/black-razer-blade-16-rz09-0483sej3-r3u1-gaming/p/N82E16834326095?Item=N82E16834326095,High
839.99,Home / Personal,Windows 10,2.1,Ryzen 5,1000,AMD Radeon Vega 8,0,1920x1080,20,Lenovo,https://www.newegg.com/grey-lenovo-ideapad-14ada05-mainstream/p/1TS-000E-18067?Item=9SIAA0SJY85419,Low
1099.0,Gaming,Windows 11,2.3,Intel Core i7,512,NVIDIA GeForce RTX 3050,0,1920x1080,32,Lenovo,https://www.newegg.com/black-lenovo-ideapad-82s900s1-gaming/p/1TS-000E-16E63?Item=9SIAE4NJUN3797,Medium
2097.99,Content Creation,Windows 11,2.3,Intel Core i7,2000,NVIDIA GeForce RTX 3070,0,3840x2400,16,ASUS,https://www.newegg.com/mineral-black-asus-proart-studiobook-h7600zw-db76-content-creation/p/N82E16834236239?Item=9SIA8X5JX36046,High
483.19,Home / Personal,Windows 10,3.0,Intel Core i3,512,Intel UHD Graphics,0,1920x1080,16,HP,https://www.newegg.com/silver-hp-15/p/1TS-000D-0MDD8?Item=9SIAKKBFNH5742,Low
1449.99,Gaming,Windows 11,3.2,Ryzen 7,1000,NVIDIA GeForce RTX 3070,0,2560x1440,32,Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-46-r0eq-gaming/p/N82E16834360247?Item=9SIADG3JPH0828,High
649.99,Home / Personal,Windows 11,1.3,Intel Core i5,1000,Intel Iris Graphics,0,1920x1080,16,HP,https://www.newegg.com/black-hp-250-g9-mainstream/p/1TS-000D-1BUT4?Item=9SIAA0SJVX8987,Medium
1789.11,Content Creation,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3060,0,2560x1600,32,ASUS,https://www.newegg.com/0-black-asus-vivobook-pro-n7601zm-db77-content-creation/p/N82E16834236222?Item=9SIA24GJHV5661,High
979.99,Gaming,Windows 11,2.3,Intel Core i7,1000,NVIDIA GeForce RTX 3050,0,1920x1080,16,MSI,https://www.newegg.com/black-msi-pulse-gl66-gaming/p/2WC-000C-0FN10?Item=9SIAA0SJTZ6034,Medium
