Product_title,Brand,Links
"MSI GF Series Thin GF63 12VE-068US 15.6"" 144 Hz IPS Intel Core i5 12th Gen 12450H (2.00GHz) NVIDIA GeForce RTX 4050 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-gf-series-thin-gf63-12ve-068us-gaming/p/N82E16834156429?Item=N82E16834156429
"ASUS ROG Strix Scar 15 Gaming Laptop, 15.6"" 240Hz IPS Display, Intel Core i9-12900H Processor, NVIDIA GeForce RTX 3070 Ti, 32GB DDR5 RAM, 1TB SSD, Per-Key RGB Keyboard, Wi-Fi 6E, Windows 11 Home",ASUS,https://www.newegg.com/p/2WC-000N-0DT79?Item=9SIAWVGJY81542&cm_sp=SP-_-2065769-_-0-_-2-_-9SIAWVGJY81542-_-laptops-_-laptop-_-12
"MSI GT Series Titan GT77HX 13VI-042US 17.3"" 4K / UHD 144 Hz IPS Intel Core i9 13th Gen 13980HX (2.20GHz) NVIDIA GeForce RTX 4090 Laptop GPU 128GB Memory 4 TB NVMe( 2TB x 2) SSD Windows 11 Pro 64-bit G",MSI,https://www.newegg.com/core-black-msi-gt-series-titan-gt77hx-13vi-042us/p/N82E16834156421?Item=N82E16834156421
"ASUS ROG Zephyrus G14 Gaming Laptop, 14"" FHD 144Hz Display, AMD Ryzen 7 5800HS(Beats i7-11800H), NVIDIA GeForce RTX 3060 Graphics, 40GB RAM, 2TB SSD, Backlit Keyboard, Wi-Fi 6, Windows 11 Home",ASUS,https://www.newegg.com/p/2WC-000N-0DMG1?Item=9SIAWVGJX93911&cm_sp=SP-_-2009079-_-0-_-2-_-9SIAWVGJX93911-_-laptops-_-laptop-_-14
"MSI Pulse 15 B13VGK-1262US 15.6"" 144 Hz IPS Intel Core i7 13th Gen 13620H (2.40GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Pro 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156536?Item=9SIA24GK207026
"MSI GF Series Katana GF76 12UD-005 17.3"" 144 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3050 Ti Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-gf-series-katana-gf76-12ud-005-gaming/p/N82E16834156513?Item=9SIAJA2K2E7431
IPASON BG1 Gaming laptop16-inch 2.5K i7-12700H RTX3060 16GB RAM 512GB SSD ultra-clear high-end thin and light business laptop long life Windows 11 home,IPASON,https://www.newegg.com/p/2WC-005B-00004?Item=9SIAZEBJYJ2232&cm_sp=SP-_-1304164-_-0-_-2-_-9SIAZEBJYJ2232-_-laptops-_-laptop-_-17
"MSI Vector GP66 12UHSO-673 15.6"" 165 Hz Intel Core i9 12th Gen 12900H (2.50GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 32 GB DDR5 Memory 1 TB NVMe SSD SSD Windows 11 Home Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156395?Item=N82E16834156395
"Hasee T8 (16'', i9-12900H, RTX3060), Gaming Laptop, i9-12900H 5.0GHz, 16G DDR4 RAM, 1T NVMe PCIe4.0 SSD, RTX3060 6G GDDR6, 16'' 2.5K 165Hz IPS Display, RGB KB, WiFi 6, BT 5.2, Win 11, Obsidian Black",Hasee,https://www.newegg.com/black-hasee-t8-gaming/p/2WC-004U-00036?Item=9SIBDT0JD50217&cm_sp=SP-_-1381144-_-0-_-2-_-9SIBDT0JD50217-_-laptops-_-laptop-_-19
"Hasee TX (16'', i9-13900HX, RTX4070), Gaming Laptop, i9-13900HX 5.4GHz, 32G DDR5 5600MHz RAM, 1T NVMe PCIe4.0 SSD, RTX4070 8G GDDR6, 16'' 2.5K 165Hz IPS Display, RGB KB,WF6,BT5.2,Win11,BlackHole Black",Hasee,https://www.newegg.com/black-hasee-tx-gaming/p/2WC-004U-00041?Item=9SIBDT0JSS0307&cm_sp=SP-_-1808772-_-0-_-2-_-9SIBDT0JSS0307-_-laptops-_-laptop-_-20
"Acer Predator Triton 300 SE PT316-51s-7397 16.0"" 240 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home Gaming Laptop",Acer,https://www.newegg.com/sparkly-silver-acer-predator-triton-300-pt316-51s-7397-gaming/p/N82E16834360226?Item=9SIA24GJTW4693
"Acer Nitro 16 AN16-41-R5KC 16.0"" 165 Hz IPS AMD Ryzen 9 7000 Series 7940HS (4.00GHz) NVIDIA GeForce RTX 4070 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Acer,https://www.newegg.com/obsidian-black-acer-nitro-16-an16-41-r1we-gaming/p/N82E16834360270?Item=9SIA24GK1P0544
"Acer Nitro 5 AN515-46-R5XN 15.6"" 165 Hz IPS AMD Ryzen 7 6000 Series 6800H (3.20GHz) NVIDIA GeForce RTX 3070 Ti Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-46-r5xn-gaming/p/N82E16834360253?Item=N82E16834360253
"MSI Pulse 15 B13VFK-1263US 15.6"" 144 Hz IPS Intel Core i7 13th Gen 13620H (2.40GHz) NVIDIA GeForce RTX 4060 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Pro 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156537?Item=9SIA24GK207025
"Lenovo Legion Pro 5 16IRX8 82WK00AHUS 16.0"" 165 Hz IPS Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Lenovo,https://www.newegg.com/onyx-grey-aluminium-pc-abs-lenovo-legion-pro-5-16irx8-82wk00ahus-gaming/p/N82E16834840206?Item=N82E16834840206
"ASUS ROG Strix G16 (2023) Gaming Laptop, 16"" Nebula Display 16:10 QHD 240Hz, GeForce RTX 4070, Intel Core i9-13980HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G614JI-XS96",ASUS,https://www.newegg.com/eclipse-gray-asus-rog-strix-g16-g614ji-xs96-gaming/p/N82E16834236376?Item=N82E16834236376
"ASUS ROG Zephyrus Duo 16 (2022) Gaming Laptop, 16"" 165Hz ROG Nebula HDR QHD 16:10 Display, NVIDIA GeForce RTX 3070 Ti, AMD Ryzen 9 6900HX, 32GB DDR5, 1TB SSD, Windows 11 Pro, GX650RW-XS96",ASUS,https://www.newegg.com/black-asus-rog-zephyrus-duo-16-gx650rw-xs96-gaming/p/N82E16834236140?Item=N82E16834236140
"GIGABYTE G5 KF-E3US333SH 15.6"" 144 Hz Intel Core i5 12th Gen 12500H (2.50GHz) NVIDIA GeForce RTX 4060 Laptop GPU 8GB Memory 512 GB Gen4 SSD Windows 11 Home 64-bit Gaming Laptop",GIGABYTE,https://www.newegg.com/p/N82E16834233559?Item=N82E16834233559
"Lenovo Legion Pro 7 16IRX8H 82WQ005CUS 16.0"" 240 Hz IPS Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4090 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Lenovo,https://www.newegg.com/onyx-grey-lenovo-legion-pro-7-16irx8h-82wq005cus-gaming/p/N82E16834840207?Item=N82E16834840207
"ASUS ROG Strix SCAR 18 (2023) Gaming Laptop, 18"" Nebula Display 16:10 QHD 240Hz/3ms, GeForce RTX 4090, Intel Core i9-13980HX, 32GB DDR5, 2TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G834JY-XS97",ASUS,https://www.newegg.com/black-asus-rog-strix-scar-18-g834jy-xs97-gaming/p/N82E16834236365?Item=N82E16834236365
"GIGABYTE AERO 16 XE5 - 16"" 4K/UHD+ AMOLED - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Creator & Gaming Laptop (AERO 16 XE5-73US934HH)",GIGABYTE,https://www.newegg.com/p/N82E16834233529?Item=N82E16834233529
"Acer Predator Helios 16 PH16-71-72YG 16.0"" 240 Hz IPS Intel Core i7 13th Gen 13700HX (2.10GHz) NVIDIA GeForce RTX 4070 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Acer,https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-72yg-gaming/p/N82E16834360250?Item=N82E16834360250
"ASUS TUF Gaming F17 (2022) Gaming Laptop, 17.3"" FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX707ZC-ES53",ASUS,https://www.newegg.com/mecha-gray-asus-tuf-gaming-f17-fx707zc-es53/p/N82E16834236440?Item=9SIA7ABK1Y4385
"ASUS ROG Strix G17 (2023) Gaming Laptop, 17.3” QHD 240Hz, GeForce RTX 4060, AMD Ryzen 9 7945HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G713PV-DS94",ASUS,https://www.newegg.com/eclipse-gray-asus-rog-strix-g17-g713pi-ds94-gaming/p/N82E16834236374?Item=N82E16834236374
"ASUS ROG Strix SCAR 17 (2023) Gaming Laptop, 17.3” QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4090, AMD Ryzen 9 7945HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PY-XS96",ASUS,https://www.newegg.com/off-black-asus-rog-strix-scar-17-g733py-xs96-gaming/p/N82E16834236375?Item=N82E16834236375
"MSI GE Series GE76 Raider 11UE-1056 17.3"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 1 TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/titanium-blue-msi-ge-series-ge76-raider-11ue-1056-gaming/p/N82E16834156341?Item=N82E16834156341
"ASUS TUF Gaming A15 (2023) Gaming Laptop, 15.6"" FHD 144Hz, 100% sRGB Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6, Windows 11, FA507NU-DS74",ASUS,https://www.newegg.com/mecha-gray-asus-tuf-gaming-a15-fa507nu-ds74/p/N82E16834236389?Item=9SIA7ABJUR5720
"MSI Cyborg 15 A12UCX-276US 15.6"" 144 Hz IPS Intel Core i5 12th Gen 12450H (2.00GHz) NVIDIA GeForce RTX 2050 Laptop GPU 16GB Memory 512 GB SSD Windows 11 Home Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156487?Item=N82E16834156487
"MSI Stealth 17 Studio A13VI-017US 17.3"" 240 Hz Intel Core i9 13th Gen 13900H (2.60GHz) NVIDIA GeForce RTX 4090 Laptop GPU 64GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156423?Item=N82E16834156423
"Lenovo Legion Pro 5 16IRX8 82WK000BUS 16.0"" 165 Hz IPS Intel Core i7 13th Gen 13700HX (2.10GHz) NVIDIA GeForce RTX 4060 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Lenovo,https://www.newegg.com/onyx-grey-aluminium-pc-abs-lenovo-legion-pro-5-16irx8-82wk000bus-gaming/p/N82E16834840205?Item=N82E16834840205
"Hasee T8 (16'', i5-12450H, RTX3060), Gaming Laptop, i5-12450H 4.4GHz, 16G DDR4 RAM, 512G NVMe PCIe4.0 SSD, RTX3060 6G GDDR6, 16'' 165Hz FHD+ IPS Display, RGB KB, WiFi6, BT5.2, Win11, Obsidian Black",Hasee,https://www.newegg.com/black-hasee-t8-gaming/p/2WC-004U-00035?Item=9SIBDT0JCD0893&cm_sp=SP-_-1381144-_-0-_-2-_-9SIBDT0JCD0893-_-laptops-_-laptop-_-41
"Hasee TX (16'', i9-13900HX, RTX4060), Gaming Laptop, i9-13900HX 5.4GHz, 16G DDR5 5600MHz RAM, 1T NVMe PCIe4.0 SSD, RTX4060 8G GDDR6, 16'' 2.5K 165Hz IPS Display, RGB KB,WF6,BT5.2,Win11,BlackHole Black",Hasee,https://www.newegg.com/black-hasee-t8-gaming/p/2WC-004U-00039?Item=9SIBDT0JKG4827&cm_sp=SP-_-1808772-_-0-_-2-_-9SIBDT0JKG4827-_-laptops-_-laptop-_-42
"GIGABYTE AORUS 17H - 17.3"" FHD 1920x1080 360Hz Display - NVIDIA GeForce RTX 4080 Laptop GPU 12GB - Intel Core i7-13700H - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Gaming Laptop (AORUS 17H BXF-74US554SH)",GIGABYTE,https://www.newegg.com/p/N82E16834233554?Item=N82E16834233554
"MSI GE Series Raider GE76 12UGS-201 17.3"" 360 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3070 Ti Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/titanium-blue-msi-ge-series-raider-ge76-12ugs-201-gaming/p/N82E16834156541?Item=N82E16834156541
"MSI GE Series Raider GE78 HX 13VI-079US 17.0"" 240 Hz IPS Intel Core i9 13th Gen 13980HX (2.20GHz) NVIDIA GeForce RTX 4090 Laptop GPU 32GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop",MSI,https://www.newegg.com/dark-gray-msi-ge-series-raider-ge78-hx-13vi-079us-gaming/p/N82E16834156416?Item=N82E16834156416
"GIGABYTE AORUS 5 SE4 - 15.6"" FHD 1920x1080 144Hz - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Laptop GPU 8GB GDDR6 - 16GB DDR4 RAM - 512GB SSD - Win11 Home - Gaming Laptop (AORUS 5 SE4-73US213SH)",GIGABYTE,https://www.newegg.com/p/1TS-004X-00010?Item=9SIADG3JJX2801
"MSI GF Series Katana GF66 11UD-002 15.6"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Ti Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/core-black-msi-gf-series-katana-gf66-11ud-002-gaming/p/N82E16834156414?Item=N82E16834156414
"ASUS TUF Gaming F15 Gaming Laptop, 15.6"" 144Hz FHD IPS-Type Display, Intel Core i5-11400H Processor, GeForce RTX 3050, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506HC-UB51",ASUS,https://www.newegg.com/eclipse-gray-asus-tuf-gaming-f15-fx506hc-ub51/p/N82E16834236458?Item=N82E16834236458
"GIGABYTE AORUS 15 XE5 - 15.6"" 165 Hz QHD 2560x1440 IPS-level Display - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Ti - 16GB DDR5 - 1TB SSD - Win11 Home - Gaming Laptop (AORUS 15 XE5-73USB34SH)",GIGABYTE,https://www.newegg.com/p/N82E16834725204?Item=N82E16834725204
"Acer Nitro 5 AN515-58-76ND 15.6"" 165 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-58-76nd-gaming/p/N82E16834360286?Item=N82E16834360286
"MSI GF Series Thin GF63 12UCX-484US 15.6"" 144 Hz IPS Intel Core i5 12th Gen 12450H (2.00GHz) NVIDIA GeForce RTX 2050 Laptop GPU 8GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-gf-series-thin-gf63-12ucx-484us-gaming/p/N82E16834156515?Item=N82E16834156515
"Lenovo Legion 5 15ARH7H 82RD006EUS 15.6"" 165 Hz IPS AMD Ryzen 7 6000 Series 6800H (3.20GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512 GB SSD Gaming Laptop",Lenovo,https://www.newegg.com/storm-grey-lenovo-legion-5-15arh7h-82rd006eus-gaming/p/N82E16834646955?Item=9SIADG3JY42453
"HP Victus 16-d1010nr 16.1"" 144 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",HP,https://www.newegg.com/top-cover-mica-silver-keyboard-deck-mica-silver-logo-dark-chrome-hp-victus-16-d1010nr-gaming/p/N82E16834273668?Item=N82E16834273668
"MSI GE Series Raider GE68HX 13VG-047US 16.0"" 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-ge-series-raider-ge68hx-13vg-047us-gaming/p/N82E16834156418?Item=N82E16834156418
"Acer Predator Helios 16 PH16-71-94FB 16.0"" 250 Hz Mini LED Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 32GB Memory 2 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Acer,https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-94fb-gaming/p/N82E16834360271?Item=N82E16834360271
"Lenovo LOQ 16IRH8 82XW001WUS 16.0"" 144 Hz IPS Intel Core i7 13th Gen 13620H (2.40GHz) NVIDIA GeForce RTX 4050 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Lenovo,https://www.newegg.com/storm-grey-lenovo-loq-16irh8-82xw001wus-gaming/p/N82E16834840204?Item=N82E16834840204
"MSI Bravo 17 C7VFK-039US 17.3"" 144 Hz IPS AMD Ryzen 7 7000 Series 7735HS (3.20GHz) NVIDIA GeForce RTX 4060 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Pro 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156531?Item=N82E16834156531
"Razer Blade 18 Gaming Laptop 18.0"" QHD+ 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 32 GB DDR5 5600MHz Memory 1 TB SSD Windows 11 Home Gaming Laptop",Razer,https://www.newegg.com/black-razer-blade-18-rz09-0484teh3-r3u1-gaming/p/N82E16834326091?Item=N82E16834326091
"MSI Katana 15 B13VGK-1007US 15.6"" 144 Hz IPS Intel Core i9 13th Gen 13900H (2.60GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156508?Item=N82E16834156508
"ASUS TUF Gaming F15 (2022) Gaming Laptop, 15.6"" FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX507ZC-ES53",ASUS,https://www.newegg.com/mecha-gray-asus-tuf-gaming-f15-fx507zc-es53/p/N82E16834236448?Item=N82E16834236448
"MSI GE Series Raider GE77HX 12UHS-074 17.3"" 360 Hz IPS Intel Core i7 12th Gen 12800HX (2.00GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/dark-gray-msi-ge-series-raider-ge77hx-12uhs-074-gaming/p/N82E16834156339?Item=9SIA1K6JAW3206
"Acer Predator Helios 300 PH315-54-714U 15.6"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512 GB PCIe SSD 1TB HDD Windows 11 Home 64-bit Gaming Lap",Acer,https://www.newegg.com/abyss-black-acer-predator-helios-300-ph315-54-714u-gaming/p/1TS-000X-03GU4?Item=9SIA1CZJ1C3909
"Lenovo IdeaPad Gaming 3 15IHU6 82K1015EUS 15.6"" 120 Hz IPS Intel Core i5 11th Gen 11300H (3.10 GHz) NVIDIA GeForce RTX 3050 Laptop GPU 8GB Memory 256 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Lenovo,https://www.newegg.com/shadow-black-lenovo-ideapad-gaming-3-15ihu6-82k1015eus/p/N82E16834646489?Item=9SIAEYJJB70829
"New MSI Delta 15.6"" FHD Laptop | Ryzen R7-5800H Processor | AMD Radeon RX 6700M Graphics | 32GB Memory | 1TB SSD | Backlit Keyboard | Black | Bundle with Mouse Pad",New,https://www.newegg.com/p/2WC-000C-0FF75?Item=9SIAEYJJMU4733
"Acer Predator Triton X PTX17-71-99W5 17.0"" 240 Hz Mini LED Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4090 Laptop GPU 64GB Memory 2 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Acer,https://www.newegg.com/abyssal-black-acer-predator-triton-x-ptx17-71-99w5-gaming/p/N82E16834360252?Item=N82E16834360252
"Razer Blade 16 RZ09-0483TEH3-R3U1 16.0"" QHD+ 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 32 GB DDR5 Memory 1 TB PCIe SSD Windows 11 Home Gaming Laptop",Razer,https://www.newegg.com/black-razer-blade-16-rz09-0483teh3-r3u1/p/N82E16834326089?Item=N82E16834326089
"MSI GF Series GF63 Thin 11UC-1246 15.6"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Laptop GPU 32GB Memory 1 TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-gf-series-gf63-thin-11uc-1246-gaming/p/N82E16834156432?Item=9SIA3FAK197669
"MSI Katana 17 B12VGK-217CA 17.3"" 144 Hz Intel Core i7 12th Gen 12650H (2.30GHz) NVIDIA GeForce RTX 4070 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156448?Item=9SIAD6HJJ01279
"MSI Vector GP77 13VG-033CA 17.3"" 240 Hz Intel Core i7 13th Gen 13700H (2.40GHz) NVIDIA GeForce RTX 4070 Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156453?Item=9SIAFVFJN74301
"GIGABYTE AERO 14 OLED BMF-72USBB4SH 14.0"" 90 Hz OLED Intel Core i7 13th Gen 13700H (2.40GHz) NVIDIA GeForce RTX 4050 Laptop GPU 16GB Memory 1 TB Gen4 SSD Windows 11 Home 64-bit Gaming Laptop",GIGABYTE,https://www.newegg.com/p/N82E16834233557?Item=N82E16834233557
"MSI Sword 15 A11UD-1248 15.6"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Ti Laptop GPU 8GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156360?Item=9SIAE4NJPN6481
"ASUS TUF Gaming F15 (2023) Gaming Laptop, 15.6"" FHD 144Hz, 100% sRGB Display, GeForce RTX 4050, Intel Core i5-13500H, 16GB DDR4, 512GB PCIe SSD Gen 4, Wi-Fi 6, Windows 11, FX507VU-ES53",ASUS,https://www.newegg.com/mecha-gray-asus-tuf-gaming-f15-fx507vu-es53/p/N82E16834236467?Item=N82E16834236467
